gene_symbol,gene_name,entrez_id,chromosome
CLCA3P,"chloride channel accessory 3, pseudogene",9629.0,1
TAKR,"aldo-keto reductase, truncated",389932.0,10
LOC100129122,hypothetical LOC100129122,100129122.0,13
BIVM,"basic, immunoglobulin-like variable motif containing",54841.0,13
RP11-169K16.9,uncharacterized LOC729614,729614.0,1
WDFY3-AS2,WDFY3 antisense RNA 2 (non-protein coding),404201.0,4
LOC100294391,uncharacterized LOC100294391,100294391.0,1
LOC730651,zinc finger protein 709-like,730651.0,19
VWA3A,von Willebrand factor A domain containing 3A,146177.0,16
DNA2,DNA replication helicase 2 homolog (yeast),1763.0,10
RP11-280O1.2,uncharacterized LOC400794,400794.0,1
C21orf67,chromosome 21 open reading frame 67,84536.0,21
LOC90834,uncharacterized protein BC001742,90834.0,22
AC002472.8,"tubulin, alpha 3f, pseudogene",113691.0,22
MFGE8,milk fat globule-EGF factor 8 protein,4240.0,15
KIAA0232,KIAA0232,9778.0,4
LGI4,"leucine-rich repeat LGI family, member 4",163175.0,19
ZFP92,zinc finger protein 92 homolog (mouse),139735.0,X
MIER1,mesoderm induction early response 1 homolog (Xenopus laevis),57708.0,1
NACA,nascent polypeptide-associated complex alpha subunit,4666.0,12
POSTN,"periostin, osteoblast specific factor",10631.0,13
CXorf64,chromosome X open reading frame 64,100130613.0,X
LOC440917,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide pseudogene",440917.0,2
SFRP5,secreted frizzled-related protein 5,6425.0,10
DTX2,deltex homolog 2 (Drosophila),113878.0,7
RPN2,ribophorin II,6185.0,20
CALU,calumenin,813.0,7
RNASE9,"ribonuclease, RNase A family, 9 (non-active)",390443.0,14
SDHAP1,"succinate dehydrogenase complex, subunit A, flavoprotein pseudogene 1",255812.0,3
RP11-82I10.1,uncharacterized LOC91948,91948.0,15
LOC100288432,uncharacterized LOC100288432,100288432.0,21
LOC399753,uncharacterized LOC399753,399753.0,10
PITPNM1,"phosphatidylinositol transfer protein, membrane-associated 1",9600.0,11
AC108134.5,"caspase 16, apoptosis-related cysteine peptidase (putative)",197350.0,16
ARVP6125,uncharacterized LOC442092,442092.0,3
PTGES2,prostaglandin E synthase 2,80142.0,9
RP11-14N7.2,lymphocyte-specific protein 1 pseudogene,645166.0,1
A_32_P108277,AGILENT probe A_32_P108277 (non-RefSeq),,
LINC00543,long intergenic non-protein coding RNA 543,100132234.0,13
AC011511.1,"zinc finger, GATA-like protein 1",100125288.0,19
TMC3,transmembrane channel-like 3,342125.0,15
PTCHD2,patched domain containing 2,57540.0,1
NFRKB,nuclear factor related to kappaB binding protein,4798.0,11
NCRNA00117,"prolyl-tRNA synthetase associated domain containing 1, pseudogene",344405.0,2
LRRC4B,leucine rich repeat containing 4B,94030.0,19
PMS2L5,postmeiotic segregation increased 2 pseudogene 5,5383.0,7
REG4,"regenerating islet-derived family, member 4",83998.0,1
KIAA1310,KAT8 regulatory NSL complex subunit 3,55683.0,2
SLC7A6,"solute carrier family 7 (amino acid transporter light chain, y+L system), member 6",9057.0,16
TRPC4,"transient receptor potential cation channel, subfamily C, member 4",7223.0,13
LOC100132955,similar to Putative uncharacterized protein C21orf15,100132955.0,9
IRGM,"immunity-related GTPase family, M",345611.0,5
LOC653562,sodium- and chloride-dependent creatine transporter 1-like,653562.0,16
PIWIL2,piwi-like 2 (Drosophila),55124.0,8
AC003999.1,chromosome 7 open reading frame 71,285941.0,7
LRRC63,leucine rich repeat containing 63,220416.0,13
UBE2QL1,ubiquitin-conjugating enzyme E2Q family-like 1,134111.0,5
SLC22A31,"solute carrier family 22, member 31",146429.0,16
ZNF669,zinc finger protein 669,79862.0,1
KIAA1875,KIAA1875,340390.0,8
LOC440461,Rho GTPase activating protein 27 pseudogene,440461.0,17
LOC100128893,uncharacterized LOC100128893,100128893.0,18
INPP1,inositol polyphosphate-1-phosphatase,3628.0,2
SLCO5A1,"solute carrier organic anion transporter family, member 5A1",81796.0,8
RP11-178A10.1,uncharacterized LOC84856,84856.0,10
LRRIQ3,leucine-rich repeats and IQ motif containing 3,127255.0,1
PDK3,"pyruvate dehydrogenase kinase, isozyme 3",5165.0,X
RB1CC1,RB1-inducible coiled-coil 1,9821.0,8
KDM5D,lysine (K)-specific demethylase 5D,8284.0,Y
AC008969.2,uncharacterized LOC100128398,100128398.0,19
AC022098.3,paralemmin 3,342979.0,19
AC004409.1,coiled-coil domain containing 160,347475.0,X
INTS4L1,integrator complex subunit 4-like 1,285905.0,7
C14orf73,exocyst complex component 3-like 4,91828.0,14
WRB,tryptophan rich basic protein,7485.0,21
C7orf63,chromosome 7 open reading frame 63,79846.0,7
ZNF502,zinc finger protein 502,91392.0,3
LOC100294367,hypothetical LOC100294367,100294367.0,1
ZNF583,zinc finger protein 583,147949.0,19
HNRNPF,heterogeneous nuclear ribonucleoprotein F,3185.0,10
SH2B1,SH2B adaptor protein 1,25970.0,16
CNKSR1,connector enhancer of kinase suppressor of Ras 1,10256.0,1
SNTN,"sentan, cilia apical structure protein",132203.0,3
LOC100128392,hypothetical LOC100128392,100128392.0,12
CENPL,centromere protein L,91687.0,1
NHSL1,NHS-like 1,57224.0,6
ALPK1,alpha-kinase 1,80216.0,4
SATB1,SATB homeobox 1,6304.0,3
BCKDK,branched chain ketoacid dehydrogenase kinase,10295.0,16
SIX5,SIX homeobox 5,147912.0,19
DKFZP434A062,uncharacterized LOC26102,26102.0,9
RBM44,RNA binding motif protein 44,375316.0,2
UBAC2,UBA domain containing 2,337867.0,13
C6orf123,chromosome 6 open reading frame 123,26238.0,6
MAMSTR,MEF2 activating motif and SAP domain containing transcriptional regulator,284358.0,19
DSE,dermatan sulfate epimerase,29940.0,6
C6orf145,PX domain containing 1,221749.0,6
NSDHL,NAD(P) dependent steroid dehydrogenase-like,50814.0,X
CYP24A1,"cytochrome P450, family 24, subfamily A, polypeptide 1",1591.0,20
GLT8D3,glucoside xylosyltransferase 1,283464.0,12
FAM74A3,"family with sequence similarity 74, member A3",728495.0,9
BRD2,bromodomain containing 2,6046.0,6
COG6,component of oligomeric golgi complex 6,57511.0,13
TDRKH,tudor and KH domain containing,11022.0,1
POLD2,"polymerase (DNA directed), delta 2, accessory subunit",5425.0,7
LOC729683,uncharacterized LOC729683,729683.0,17
NPTN,neuroplastin,27020.0,15
BTN2A3,"butyrophilin, subfamily 2, member A3, pseudogene",54718.0,6
MGC70870,C-terminal binding protein 2 pseudogene,403340.0,17
RSHL1,radial spoke head 4 homolog A (Chlamydomonas),345895.0,6
CDC2,cyclin-dependent kinase 1,983.0,10
LOC100129986,hypothetical LOC100129986,100129986.0,4
LRRN3,leucine rich repeat neuronal 3,54674.0,7
SSX8,"synovial sarcoma, X breakpoint 8",280659.0,X
LOC284648,uncharacterized LOC284648,284648.0,1
A_32_P405902,AGILENT probe A_32_P405902 (non-RefSeq),,
ZNF419,zinc finger protein 419,79744.0,19
AC010332.1,zinc finger protein 880,400713.0,19
EDNRB,endothelin receptor type B,1910.0,13
LOC100129726,uncharacterized LOC100129726,100129726.0,2
LRRC23,leucine rich repeat containing 23,10233.0,12
EXOSC7,exosome component 7,23016.0,3
LINC00176,long intergenic non-protein coding RNA 176,284739.0,20
CIRBP-AS1,CIRBP antisense RNA 1 (non-protein coding),148046.0,19
AC004690.2,transmembrane protein 229A,730130.0,7
A_24_P272873,AGILENT probe A_24_P272873 (non-RefSeq),,
BRCA1,"breast cancer 1, early onset",672.0,17
SLC9B1P4,"solute carrier family 9, subfamily B (NHA1, cation proton antiporter 1), member 1 pseudogene 4",644768.0,22
FYTTD1,forty-two-three domain containing 1,84248.0,3
LOC400750,"heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa) pseudogene",400750.0,1
USP17L7,ubiquitin specific peptidase 17-like 7,392197.0,8
SETMAR,SET domain and mariner transposase fusion gene,6419.0,3
PARVG,"parvin, gamma",64098.0,22
ALKBH2,"alkB, alkylation repair homolog 2 (E. coli)",121642.0,12
LOH12CR2,"loss of heterozygosity, 12, chromosomal region 2 (non-protein coding)",503693.0,12
LOC100131496,uncharacterized LOC100131496,100131496.0,20
LOC645489,hypothetical LOC645489,645489.0,8
PSG8,pregnancy specific beta-1-glycoprotein 8,440533.0,19
C14orf159,chromosome 14 open reading frame 159,80017.0,14
RALYL,RALY RNA binding protein-like,138046.0,8
SLFN14,schlafen family member 14,342618.0,17
GPR144,G protein-coupled receptor 144,347088.0,9
ST20,suppressor of tumorigenicity 20,400410.0,15
LY6H,"lymphocyte antigen 6 complex, locus H",4062.0,8
AL135932.1,"Smith-Magenis syndrome chromosome region, candidate 5 (non-protein coding)",140771.0,17
LOC729459,hypothetical LOC729459,729459.0,8
EIF2AK2,eukaryotic translation initiation factor 2-alpha kinase 2,5610.0,2
SLC2A5,"solute carrier family 2 (facilitated glucose/fructose transporter), member 5",6518.0,1
FCGR2A,"Fc fragment of IgG, low affinity IIa, receptor (CD32)",2212.0,1
AC136604.1,chromosome 5 open reading frame 60,285679.0,5
FAM149B1,"family with sequence similarity 149, member B1",317662.0,10
TMCO7,transmembrane and coiled-coil domains 7,79613.0,16
ANAPC7,anaphase promoting complex subunit 7,51434.0,12
GVINP1,"GTPase, very large interferon inducible pseudogene 1",387751.0,11
CYLC1,"cylicin, basic protein of sperm head cytoskeleton 1",1538.0,X
LOC732272,uncharacterized LOC732272,732272.0,
GLYATL1P4,glycine-N-acyltransferase-like 1 pseudogene 4,643637.0,11
AC108938.1,glycosylphosphatidylinositol anchor attachment protein 1 homolog (yeast) pseudogene,100288570.0,2
LOC729339,hypothetical LOC729339,729339.0,8
GTF2H1,"general transcription factor IIH, polypeptide 1, 62kDa",2965.0,11
LOC202181,chromosome 5 open reading frame 25 pseudogene,202181.0,5
MKRN7P,"makorin ring finger protein 7, pseudogene",7686.0,20
RASA4CP,"RAS p21 protein activator 4C, pseudogene",401331.0,7
TTC22,tetratricopeptide repeat domain 22,55001.0,1
PNPLA1,patatin-like phospholipase domain containing 1,285848.0,6
PSMG4,"proteasome (prosome, macropain) assembly chaperone 4",389362.0,6
FAM135A,"family with sequence similarity 135, member A",57579.0,6
KIFC3,kinesin family member C3,3801.0,16
LRFN1,leucine rich repeat and fibronectin type III domain containing 1,57622.0,19
TMEM14E,transmembrane protein 14E,645843.0,3
ADCK4,aarF domain containing kinase 4,79934.0,19
LDHA,lactate dehydrogenase A,3939.0,11
MGC39372,"serpin peptidase inhibitor, clade B (ovalbumin), member 9 pseudogene",221756.0,6
DDX11L2,DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11 like 2,84771.0,2
FAM74A1,"family with sequence similarity 74, member A1",401507.0,9
RPL28,ribosomal protein L28,6158.0,19
AFMID,arylformamidase,125061.0,17
LOC729213,hypothetical LOC729213,729213.0,11
LOC389199,uncharacterized LOC389199,389199.0,4
A_32_P70045,AGILENT probe A_32_P70045 (non-RefSeq),,
LOC100128035,VGSA5840,100128035.0,3
NPIPL2,nuclear pore complex interacting protein-like 2,440348.0,16
A_23_P346813,AGILENT probe A_23_P346813 (non-RefSeq),,
SCYL1,SCY1-like 1 (S. cerevisiae),57410.0,11
ANUBL1,"zinc finger, AN1-type domain 4",93550.0,10
ARL6IP6,ADP-ribosylation-like factor 6 interacting protein 6,151188.0,2
PDHX,"pyruvate dehydrogenase complex, component X",8050.0,11
MIR17HG,miR-17-92 cluster host gene (non-protein coding),407975.0,13
LOC392264,zinc finger protein 532 pseudogene,392264.0,8
UBE2Q2P1,ubiquitin-conjugating enzyme E2Q family member 2 pseudogene 1,388165.0,15
RBM47,RNA binding motif protein 47,54502.0,4
GRAMD1A,GRAM domain containing 1A,57655.0,19
ARRDC5,arrestin domain containing 5,645432.0,19
INTS12,integrator complex subunit 12,57117.0,4
CYBASC3,"cytochrome b, ascorbate dependent 3",220002.0,11
C4orf33,chromosome 4 open reading frame 33,132321.0,4
HYOU1,hypoxia up-regulated 1,10525.0,11
VIL2,ezrin,7430.0,6
STK19P,serine/threonine kinase 19 pseudogene,373159.0,6
AC135178.1,uncharacterized LOC100128288,100128288.0,17
DPYD,dihydropyrimidine dehydrogenase,1806.0,1
GTF2H2B,"general transcription factor IIH, polypeptide 2B (pseudogene)",653238.0,5
LOC100288366,uncharacterized LOC100288366,100288366.0,12
LOC100288276,similar to hCG2036814,100288276.0,4
HDAC10,histone deacetylase 10,83933.0,22
MYO1C,myosin IC,4641.0,17
ATL1,atlastin GTPase 1,51062.0,14
A_24_P718503,AGILENT probe A_24_P718503 (non-RefSeq),,
SPATA1,spermatogenesis associated 1,100505741.0,1
ACTR3BP2,ARP3 actin-related protein 3 homolog B (yeast) pseudogene 2,440888.0,2
C12ORF75,chromosome 12 open reading frame 75,387882.0,12
UCK1,uridine-cytidine kinase 1,83549.0,9
CCNDBP1,cyclin D-type binding-protein 1,23582.0,15
USP22,ubiquitin specific peptidase 22,23326.0,17
FAM157A,"family with sequence similarity 157, member A",728262.0,3
C6orf103,androglobin,79747.0,6
ST7-OT3,ST7 overlapping transcript 3 (non-protein coding),93655.0,7
AL589182.2,"POTE ankyrin domain family, member M",641455.0,14
C20orf123,osteoclast stimulatory transmembrane protein,128506.0,20
DUSP2,dual specificity phosphatase 2,1844.0,2
FKTN,fukutin,2218.0,9
GOLGA8A,"golgin A8 family, member A",23015.0,15
GSTM2,glutathione S-transferase mu 2 (muscle),2946.0,1
NRTN,neurturin,4902.0,19
FAM95B1,"family with sequence similarity 95, member B1",100133036.0,9
RP11-477I4.3,uncharacterized LOC196872,196872.0,14
STARD9,StAR-related lipid transfer (START) domain containing 9,57519.0,15
CLK3,CDC-like kinase 3,1198.0,15
LOC100287615,hypothetical protein LOC100287615,100287615.0,14
ZCCHC18,"zinc finger, CCHC domain containing 18",644353.0,X
TNPO2,transportin 2,30000.0,19
TOX3,TOX high mobility group box family member 3,27324.0,16
FBXL19,F-box and leucine-rich repeat protein 19,54620.0,16
PRAMEF21,PRAME family member 21,391001.0,1
KIT,v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog,3815.0,4
LOC100131294,"RAB13, member RAS oncogene family pseudogene",100131294.0,12
CSK,c-src tyrosine kinase,1445.0,15
PHYHD1,phytanoyl-CoA dioxygenase domain containing 1,254295.0,9
MSL2,male-specific lethal 2 homolog (Drosophila),55167.0,3
AC073343.8,zinc finger protein 853,54753.0,7
CUST_16653_PI416261804,AGILENT probe CUST_16653_PI416261804 (non-RefSeq),,
ACTN1,"actinin, alpha 1",87.0,14
MGC34034,uncharacterized protein MGC34034,154089.0,6
PRMT3,protein arginine methyltransferase 3,10196.0,11
ZNF566,zinc finger protein 566,84924.0,19
PTCH1,patched 1,5727.0,9
TSEN2,tRNA splicing endonuclease 2 homolog (S. cerevisiae),80746.0,3
RNFT2,"ring finger protein, transmembrane 2",84900.0,12
POFUT2,protein O-fucosyltransferase 2,23275.0,21
SHBG,sex hormone-binding globulin,6462.0,17
ACPP,"acid phosphatase, prostate",55.0,3
MGC16142,uncharacterized protein MGC16142,84849.0,7
FNDC7,fibronectin type III domain containing 7,163479.0,1
MGC12916,uncharacterized protein MGC12916,84815.0,17
NFE2L3P2,nuclear factor (erythroid-derived 2)-like 3 pseudogene 2,100272146.0,17
GLRA1,"glycine receptor, alpha 1",2741.0,5
LINC00277,long intergenic non-protein coding RNA 277,283673.0,15
RNASEN,"drosha, ribonuclease type III",29102.0,5
TMEM20,"solute carrier family 35, member G1",159371.0,10
A_24_P358245,AGILENT probe A_24_P358245 (non-RefSeq),,
TREML3,"triggering receptor expressed on myeloid cells-like 3, pseudogene",340206.0,6
HMBOX1,homeobox containing 1,79618.0,8
RP11-27I1.2,uncharacterized LOC253039,253039.0,9
RDH13,retinol dehydrogenase 13 (all-trans/9-cis),112724.0,19
DTHD1,death domain containing 1,401124.0,4
ANKIB1,ankyrin repeat and IBR domain containing 1,54467.0,7
PRKRA,"protein kinase, interferon-inducible double stranded RNA dependent activator",8575.0,2
SYT3,synaptotagmin III,84258.0,19
KIR2DL4,"killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 4",3805.0,19
C6ORF141,chromosome 6 open reading frame 141,135398.0,6
SND1-IT1,SND1 intronic transcript 1 (non-protein coding),27099.0,7
EPHA6,EPH receptor A6,285220.0,3
EIF4E1B,eukaryotic translation initiation factor 4E family member 1B,253314.0,5
NKAPP1,NFKB activating protein pseudogene 1,158801.0,X
RP11-89K11.1,uncharacterized LOC100128108,100128108.0,15
KIAA1257,KIAA1257,57501.0,3
KIAA1614,KIAA1614,57710.0,1
AC002563.2,transmembrane protein 233,387890.0,12
LOC645181,PDGFA associated protein 1 pseudogene,645181.0,5
C17orf45,C17orf76 antisense RNA 1 (non-protein coding),125144.0,17
ACOXL,acyl-CoA oxidase-like,55289.0,2
EHBP1,EH domain binding protein 1,23301.0,2
CLDN5,claudin 5,7122.0,22
KIF18B,kinesin family member 18B,146909.0,17
RP1-152L7.5,uncharacterized LOC730101,730101.0,6
CLEC4M,"C-type lectin domain family 4, member M",10332.0,19
MEG3,maternally expressed 3 (non-protein coding),55384.0,14
CPSF7,"cleavage and polyadenylation specific factor 7, 59kDa",79869.0,11
AC114273.1,uncharacterized LOC148231,148231.0,19
A_24_P935682,AGILENT probe A_24_P935682 (non-RefSeq),,
KIAA0895,KIAA0895,23366.0,7
LOC651856,uncharacterized LOC651856,651856.0,3
SLC35F4,"solute carrier family 35, member F4",341880.0,14
RPL3P2,ribosomal protein L3 pseudogene 2,116935.0,6
LOC441124,uncharacterized LOC441124,441124.0,1
AC008875.1,uncharacterized LOC648987,648987.0,5
KRTAP24-1,keratin associated protein 24-1,643803.0,21
AC141586.5,potassium channel tetramerisation domain containing 5 pseudogene,652276.0,16
SPNS1,spinster homolog 1 (Drosophila),83985.0,16
SCIN,scinderin,85477.0,7
A_24_P631594,AGILENT probe A_24_P631594 (non-RefSeq),,
TMEM213,transmembrane protein 213,155006.0,7
ABAT,4-aminobutyrate aminotransferase,18.0,16
LY6E,"lymphocyte antigen 6 complex, locus E",4061.0,8
BET3L,BET3 like (S. cerevisiae),100128327.0,6
LOC100289341,uncharacterized LOC100289341,100289341.0,9
LINC00476,long intergenic non-protein coding RNA 476,100128782.0,9
TUBAP2,"tubulin, alpha pseudogene 2",399942.0,11
EFCAB8,EF-hand calcium binding domain 8,388795.0,20
TNIP2,TNFAIP3 interacting protein 2,79155.0,4
ST6GAL2,"ST6 beta-galactosamide alpha-2,6-sialyltranferase 2",84620.0,2
RFESD,Rieske (Fe-S) domain containing,317671.0,5
HEXA-AS1,HEXA antisense RNA 1 (non-protein coding),80072.0,15
C2orf77,chromosome 2 open reading frame 77,129881.0,2
CROT,carnitine O-octanoyltransferase,54677.0,7
LOC100288002,hypothetical protein LOC100288002,100288002.0,9
C3orf55,chromosome 3 open reading frame 55,152078.0,3
CUST_3365_PI416261804,AGILENT probe CUST_3365_PI416261804 (non-RefSeq),,
PSMB11,"proteasome (prosome, macropain) subunit, beta type, 11",122706.0,14
LOC285740,uncharacterized LOC285740,285740.0,6
LOC100507530,uncharacterized LOC100507530,100507530.0,8
FLNA,"filamin A, alpha",2316.0,X
SIGIRR,single immunoglobulin and toll-interleukin 1 receptor (TIR) domain,59307.0,11
SLC35B3,"solute carrier family 35, member B3",51000.0,6
LYN,v-yes-1 Yamaguchi sarcoma viral related oncogene homolog,4067.0,8
LOC643085,uncharacterized LOC643085,643085.0,2
GOLGA9P,"golgin A8 family, member I, pseudogene",283796.0,15
CDH17,"cadherin 17, LI cadherin (liver-intestine)",1015.0,8
A_24_P636179,AGILENT probe A_24_P636179 (non-RefSeq),,
TRIM32,tripartite motif containing 32,22954.0,9
ZNF529,zinc finger protein 529,57711.0,19
LOC100133686,hypothetical protein LOC100133686,100133686.0,10
USP17L1P,"ubiquitin specific peptidase 17-like 1, pseudogene",401447.0,8
CSNK1A1P1,"casein kinase 1, alpha 1 pseudogene 1",161635.0,15
LOC100287338,hypothetical protein LOC100287338,100287338.0,19
SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1,6688.0,11
APC,adenomatous polyposis coli,324.0,5
ZNF200,zinc finger protein 200,7752.0,16
FLJ30679,uncharacterized protein FLJ30679,146512.0,16
EEF1D,eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein),1936.0,8
WTIP,Wilms tumor 1 interacting protein,126374.0,19
AC091878.1,uncharacterized LOC285696,285696.0,5
MARVELD1,MARVEL domain containing 1,83742.0,10
